sale_id,sale_date,product_id,customer_id,total,rating,G total
4385,2023-10-31,9,4,14,5,700
6211,2024-01-01,14,4,6.4,5,320
6891,2024-01-25,2,4,18,4,900
8056,2024-03-04,1,4,7,5,350
9208,2024-05-08,2,4,18,5,900
10118,2024-08-30,3,4,5,5,250
73,2023-01-09,17,4,12,4,600
2426,2023-08-14,24,4,10,5,500
3949,2023-10-14,8,4,15,4,750
4638,2023-11-08,9,4,14,4,700
5509,2023-12-08,1,4,7,5,350
5705,2023-12-15,2,4,18,4,900
10132,2024-09-01,4,4,12,4,600
151,2023-01-17,17,4,12,4,600
2238,2023-07-26,14,4,6.4,5,320
2298,2023-08-01,8,4,15,4,750
3522,2023-09-30,23,4,5,5,250
3923,2023-10-14,1,4,7,4,350
8268,2024-03-11,2,4,18,5,900
733,2023-03-08,25,4,12,4,600
7283,2024-02-08,3,4,5,4,250
9166,2024-05-04,3,4,5,4,250
7953,2024-03-01,4,4,12,4,600
7118,2024-02-02,4,4,12,5,600
9419,2024-05-30,3,4,5,5,250
778,2023-03-12,11,5,11,4,550
1780,2023-06-11,1,5,7,4,350
2014,2023-07-06,19,5,6,4,300
2411,2023-08-12,24,5,10,4,500
3412,2023-09-27,21,5,13,5,650
3691,2023-10-05,10,5,36,4,1800
4861,2023-11-15,9,5,14,4,700
5023,2023-11-21,7,5,30,5,1500
5709,2023-12-15,5,5,9,4,450
6897,2024-01-25,3,5,5,4,250
7723,2024-02-23,3,5,5,4,250
7996,2024-03-02,2,5,18,5,900
8143,2024-03-06,3,5,5,4,250
8980,2024-04-15,2,5,18,4,900
9299,2024-05-16,4,5,12,4,600
885,2023-03-22,25,5,12,4,600
1233,2023-04-24,3,5,5,5,250
3306,2023-09-23,22,5,8,4,400
3865,2023-10-12,1,5,7,5,350
4382,2023-10-31,6,5,24,5,1200
4816,2023-11-14,7,5,30,4,1500
5194,2023-11-27,10,5,36,5,1800
6406,2024-01-07,14,5,6.4,4,320
6810,2024-01-22,1,5,7,4,350
9433,2024-06-01,2,5,18,4,900
10199,2024-09-10,1,5,7,5,350
2820,2023-09-08,21,5,13,4,650
5919,2023-12-22,14,5,6.4,5,320
8043,2024-03-03,3,5,5,4,250
8503,2024-03-19,1,5,7,5,350
2462,2023-08-17,24,5,10,4,500
7675,2024-02-21,4,5,12,4,600
8728,2024-03-27,2,5,18,5,900
2793,2023-09-07,22,5,8,5,400
4135,2023-10-22,3,5,5,4,250
4694,2023-11-10,9,5,14,5,700
1541,2023-05-20,27,5,4,5,200
3209,2023-09-20,22,5,8,5,400
6974,2024-01-28,2,5,18,5,900
7044,2024-01-30,4,5,12,4,600
28,2023-01-03,25,6,12,4,600
251,2023-01-26,17,6,12,5,600
601,2023-02-26,20,6,16,4,800
1198,2023-04-21,15,6,7,4,350
1819,2023-06-15,3,6,5,5,250
1999,2023-07-05,8,6,15,5,750
2648,2023-09-02,24,6,10,4,500
2834,2023-09-08,22,6,8,4,400
5923,2023-12-22,14,6,6.4,4,320
6512,2024-01-11,3,6,5,5,250
6564,2024-01-13,2,6,18,4,900
7175,2024-02-05,1,6,7,5,350
8327,2024-03-13,2,6,18,5,900
8331,2024-03-13,3,6,5,4,250
9845,2024-07-27,4,6,12,5,600
144,2023-01-16,24,6,10,5,500
1167,2023-04-18,1,6,7,5,350
3088,2023-09-16,24,6,10,4,500
3429,2023-09-27,23,6,5,4,250
4271,2023-10-27,4,6,12,4,600
7583,2024-02-18,2,6,18,4,900
7819,2024-02-26,4,6,12,5,600
8265,2024-03-11,1,6,7,4,350
1441,2023-05-11,10,6,36,4,1800
2351,2023-08-07,24,6,10,5,500
2804,2023-09-07,24,6,10,4,500
3793,2023-10-09,6,6,24,4,1200
10237,2024-09-14,1,6,7,4,350
1871,2023-06-21,22,6,8,4,400
3519,2023-09-30,23,6,5,4,250
900,2023-03-24,19,6,6,4,300
3878,2023-10-12,5,6,9,4,450
5791,2023-12-18,4,6,12,5,600
7290,2024-02-08,4,6,12,4,600
8401,2024-03-15,4,6,12,4,600
9280,2024-05-15,2,6,18,4,900
9477,2024-06-08,3,6,5,5,250
475,2023-02-15,23,7,5,4,250
1644,2023-05-30,24,7,10,5,500
1991,2023-07-04,14,7,6.4,4,320
3114,2023-09-17,24,7,10,5,500
3530,2023-09-30,24,7,10,5,500
3920,2023-10-13,11,7,11,5,550
4419,2023-11-01,10,7,36,5,1800
4553,2023-11-05,8,7,15,4,750
4908,2023-11-17,11,7,11,5,550
5186,2023-11-27,9,7,14,5,700
5481,2023-12-07,4,7,12,5,600
5653,2023-12-12,11,7,11,5,550
10284,2024-09-20,2,7,18,5,900
525,2023-02-20,22,7,8,4,400
1444,2023-05-11,27,7,4,4,200
4227,2023-10-25,4,7,12,5,600
4579,2023-11-06,7,7,30,4,1500
6149,2023-12-29,14,7,6.4,4,320
6913,2024-01-26,1,7,7,4,350
8711,2024-03-26,3,7,5,5,250
1072,2023-04-09,2,7,18,4,900
2136,2023-07-18,7,7,30,5,1500
2649,2023-09-02,24,7,10,4,500
4037,2023-10-18,5,7,9,5,450
4724,2023-11-11,9,7,14,4,700
9638,2024-06-29,4,7,12,5,600
9698,2024-07-07,3,7,5,4,250
1619,2023-05-28,11,7,11,5,550
2962,2023-09-12,21,7,13,5,650
2991,2023-09-13,22,7,8,4,400
4670,2023-11-09,9,7,14,5,700
468,2023-02-15,8,7,15,4,750
1828,2023-06-15,27,7,4,4,200
1891,2023-06-23,22,7,8,4,400
3012,2023-09-14,22,7,8,4,400
10275,2024-09-19,2,7,18,4,900
1908,2023-06-26,25,7,12,4,600
3659,2023-10-04,9,7,14,5,700
3845,2023-10-11,4,7,12,4,600
639,2023-03-01,26,8,18,5,900
1206,2023-04-22,6,8,24,4,1200
1493,2023-05-16,15,8,7,4,350
4868,2023-11-16,3,8,5,4,250
5978,2023-12-24,14,8,6.4,4,320
8289,2024-03-12,1,8,7,4,350
8309,2024-03-12,3,8,5,5,250
8959,2024-04-13,1,8,7,4,350
426,2023-02-11,8,8,15,5,750
699,2023-03-05,17,8,12,4,600
1704,2023-06-04,13,8,9,4,450
3299,2023-09-23,21,8,13,4,650
4242,2023-10-26,2,8,18,5,900
4528,2023-11-05,2,8,18,4,900
5216,2023-11-28,10,8,36,4,1800
6623,2024-01-15,3,8,5,4,250
7185,2024-02-05,2,8,18,5,900
1092,2023-04-10,2,8,18,5,900
4723,2023-11-11,9,8,14,5,700
4881,2023-11-16,7,8,30,4,1500
4919,2023-11-18,3,8,5,5,250
5659,2023-12-13,2,8,18,4,900
7040,2024-01-30,3,8,5,4,250
8122,2024-03-05,4,8,12,4,600
8433,2024-03-16,4,8,12,5,600
1653,2023-06-01,1,8,7,4,350
2660,2023-09-02,24,8,10,4,500
3734,2023-10-07,3,8,5,4,250
6525,2024-01-12,2,8,18,4,900
8529,2024-03-19,4,8,12,5,600
37,2023-01-04,25,8,12,4,600
7326,2024-02-10,1,8,7,5,350
71,2023-01-09,2,9,18,4,900
2064,2023-07-11,17,9,12,4,600
2283,2023-07-30,21,9,13,4,650
4089,2023-10-20,4,9,12,5,600
5761,2023-12-17,4,9,12,4,600
5877,2023-12-20,14,9,6.4,4,320
5914,2023-12-22,14,9,6.4,4,320
6391,2024-01-07,14,9,6.4,5,320
6780,2024-01-21,1,9,7,5,350
7738,2024-02-24,1,9,7,5,350
9574,2024-06-22,1,9,7,4,350
10233,2024-09-13,4,9,12,4,600
50,2023-01-06,12,9,6,5,300
307,2023-01-31,1,9,7,4,350
1152,2023-04-15,28,9,6,5,300
1611,2023-05-27,11,9,11,4,550
1696,2023-06-04,5,9,9,4,450
2058,2023-07-11,1,9,7,4,350
3304,2023-09-23,22,9,8,5,400
5096,2023-11-24,4,9,12,5,600
5160,2023-11-26,11,9,11,4,550
5707,2023-12-15,4,9,12,4,600
5920,2023-12-22,14,9,6.4,5,320
6164,2023-12-30,14,9,6.4,4,320
8530,2024-03-19,4,9,12,4,600
9674,2024-07-03,4,9,12,5,600
9775,2024-07-18,3,9,5,5,250
756,2023-03-10,22,9,8,5,400
1373,2023-05-05,26,9,18,5,900
1381,2023-05-06,12,9,6,5,300
4457,2023-11-02,10,9,36,5,1800
5350,2023-12-02,3,9,5,4,250
2368,2023-08-08,24,9,10,5,500
3183,2023-09-19,24,9,10,4,500
3500,2023-09-29,24,9,10,5,500
7689,2024-02-22,2,9,18,5,900
9407,2024-05-29,2,9,18,4,900
10311,2024-09-23,3,9,5,5,250
4964,2023-11-19,5,9,9,5,450
7563,2024-02-17,4,9,12,4,600
127,2023-01-15,19,9,6,4,300
383,2023-02-07,4,9,12,5,600
519,2023-02-20,11,9,11,4,550
2996,2023-09-13,23,9,5,5,250
3182,2023-09-19,23,9,5,4,250
3927,2023-10-14,2,9,18,4,900
6890,2024-01-25,2,9,18,4,900
7342,2024-02-10,3,9,5,5,250
51,2023-01-06,13,10,9,4,450
2224,2023-07-25,7,10,30,5,1500
3067,2023-09-16,21,10,13,5,650
3926,2023-10-14,2,10,18,4,900
4302,2023-10-28,1,10,7,4,350
4598,2023-11-07,5,10,9,5,450
8138,2024-03-06,2,10,18,5,900
10243,2024-09-14,3,10,5,5,250
187,2023-01-20,26,10,18,4,900
990,2023-04-02,1,10,7,4,350
1464,2023-05-13,19,10,6,4,300
1754,2023-06-08,17,10,12,5,600
2332,2023-08-04,24,10,10,4,500
3165,2023-09-19,21,10,13,5,650
3501,2023-09-29,24,10,10,5,500
3528,2023-09-30,24,10,10,4,500
4066,2023-10-19,4,10,12,4,600
4304,2023-10-28,3,10,5,4,250
5117,2023-11-25,3,10,5,5,250
6477,2024-01-10,14,10,6.4,4,320
7442,2024-02-13,2,10,18,5,900
7771,2024-02-25,2,10,18,5,900
8652,2024-03-24,3,10,5,5,250
9890,2024-08-03,3,10,5,5,250
2252,2023-07-27,23,10,5,5,250
2827,2023-09-08,21,10,13,4,650
3717,2023-10-06,10,10,36,4,1800
8125,2024-03-06,1,10,7,4,350
9199,2024-05-07,4,10,12,5,600
3901,2023-10-13,2,10,18,4,900
10214,2024-09-12,3,10,5,5,250
1534,2023-05-19,18,10,9,5,450
2122,2023-07-17,7,10,30,5,1500
3615,2023-10-03,2,10,18,4,900
4159,2023-10-23,1,10,7,4,350
7836,2024-02-27,3,10,5,4,250
8071,2024-03-04,3,10,5,5,250
10260,2024-09-17,4,10,12,4,600
59,2023-01-07,6,10,24,5,1200
1193,2023-04-21,11,10,11,5,550
10076,2024-08-24,2,10,18,4,900
1746,2023-06-07,18,11,9,4,450
7261,2024-02-08,1,11,7,5,350
8012,2024-03-02,4,11,12,5,600
803,2023-03-14,17,11,12,4,600
1364,2023-05-04,18,11,9,4,450
1939,2023-06-30,6,11,24,4,1200
4499,2023-11-04,2,11,18,5,900
5032,2023-11-21,10,11,36,4,1800
5071,2023-11-23,4,11,12,5,600
5684,2023-12-14,3,11,5,5,250
6182,2023-12-31,14,11,6.4,5,320
7143,2024-02-03,4,11,12,4,600
7174,2024-02-05,1,11,7,4,350
7716,2024-02-23,2,11,18,5,900
8695,2024-03-25,4,11,12,5,600
9190,2024-05-07,2,11,18,4,900
9503,2024-06-12,2,11,18,4,900
10290,2024-09-20,4,11,12,5,600
239,2023-01-25,13,11,9,4,450
2573,2023-08-28,24,11,10,5,500
3550,2023-10-01,22,11,8,4,400
3592,2023-10-02,9,11,14,5,700
3841,2023-10-11,2,11,18,5,900
4798,2023-11-13,11,11,11,5,550
5408,2023-12-04,4,11,12,5,600
199,2023-01-22,19,11,6,4,300
311,2023-01-31,9,11,14,5,700
1952,2023-07-01,13,11,9,5,450
5225,2023-11-29,4,11,12,4,600
5345,2023-12-02,2,11,18,4,900
8141,2024-03-06,3,11,5,5,250
10304,2024-09-22,1,11,7,5,350
1242,2023-04-25,1,11,7,4,350
3199,2023-09-20,21,11,13,5,650
3237,2023-09-21,22,11,8,4,400
9262,2024-05-13,4,11,12,4,600
2030,2023-07-08,5,11,9,5,450
3188,2023-09-19,24,11,10,4,500
4126,2023-10-22,1,11,7,5,350
6368,2024-01-06,14,11,6.4,4,320
44,2023-01-05,14,12,6.4,4,320
1862,2023-06-20,20,12,16,4,800
2805,2023-09-07,24,12,10,4,500
4217,2023-10-24,11,12,11,4,550
5944,2023-12-22,14,12,6.4,4,320
6138,2023-12-29,14,12,6.4,5,320
6976,2024-01-28,2,12,18,5,900
7754,2024-02-24,4,12,12,4,600
8192,2024-03-08,2,12,18,5,900
8346,2024-03-14,1,12,7,4,350
9701,2024-07-08,1,12,7,5,350
852,2023-03-19,8,12,15,4,750
862,2023-03-20,19,12,6,4,300
967,2023-03-31,8,12,15,5,750
1173,2023-04-18,28,12,6,5,300
2478,2023-08-19,24,12,10,5,500
2746,2023-09-05,24,12,10,4,500
3502,2023-09-29,24,12,10,5,500
6392,2024-01-07,14,12,6.4,5,320
6621,2024-01-15,2,12,18,5,900
6821,2024-01-22,2,12,18,5,900
8378,2024-03-15,1,12,7,5,350
8580,2024-03-22,1,12,7,4,350
1148,2023-04-15,17,12,12,5,600
2380,2023-08-10,24,12,10,4,500
3352,2023-09-25,21,12,13,4,650
3679,2023-10-05,7,12,30,5,1500
3773,2023-10-08,9,12,14,4,700
3806,2023-10-09,9,12,14,5,700
4251,2023-10-26,5,12,9,5,450
4605,2023-11-07,9,12,14,5,700
8270,2024-03-11,2,12,18,5,900
126,2023-01-15,16,12,10,5,500
495,2023-02-17,3,12,5,4,250
541,2023-02-22,3,12,5,4,250
1882,2023-06-22,24,12,10,5,500
6209,2024-01-01,14,12,6.4,5,320
6501,2024-01-11,1,12,7,4,350
3480,2023-09-29,21,12,13,5,650
4218,2023-10-25,1,12,7,5,350
10322,2024-09-25,2,12,18,5,900
6865,2024-01-24,1,12,7,4,350
9722,2024-07-10,2,12,18,4,900
1707,2023-06-04,20,13,16,4,800
2931,2023-09-10,24,13,10,4,500
2933,2023-09-11,21,13,13,5,650
3156,2023-09-18,24,13,10,4,500
3174,2023-09-19,22,13,8,5,400
5273,2023-11-30,10,13,36,4,1800
5327,2023-12-01,9,13,14,4,700
5972,2023-12-23,14,13,6.4,4,320
6314,2024-01-04,14,13,6.4,5,320
6481,2024-01-10,14,13,6.4,5,320
6712,2024-01-18,4,13,12,5,600
7729,2024-02-23,4,13,12,5,600
9957,2024-08-09,4,13,12,4,600
344,2023-02-02,21,13,13,4,650
488,2023-02-16,9,13,14,5,700
1906,2023-06-26,2,13,18,5,900
2080,2023-07-12,21,13,13,4,650
2998,2023-09-13,24,13,10,5,500
3051,2023-09-15,23,13,5,4,250
3234,2023-09-21,22,13,8,5,400
3653,2023-10-04,7,13,30,4,1500
3718,2023-10-06,10,13,36,5,1800
3738,2023-10-07,4,13,12,5,600
4420,2023-11-01,11,13,11,4,550
4650,2023-11-09,1,13,7,5,350
4846,2023-11-15,5,13,9,4,450
4909,2023-11-17,11,13,11,4,550
5110,2023-11-24,11,13,11,4,550
5870,2023-12-20,14,13,6.4,5,320
6457,2024-01-09,14,13,6.4,4,320
8159,2024-03-07,1,13,7,5,350
8178,2024-03-08,1,13,7,4,350
8965,2024-04-13,3,13,5,5,250
9413,2024-05-30,2,13,18,4,900
9604,2024-06-25,1,13,7,4,350
9869,2024-07-31,4,13,12,4,600
752,2023-03-10,17,13,12,4,600
1254,2023-04-26,4,13,12,5,600
1584,2023-05-24,17,13,12,4,600
1748,2023-06-07,21,13,13,5,650
2835,2023-09-08,22,13,8,5,400
3630,2023-10-03,10,13,36,5,1800
9949,2024-08-08,4,13,12,4,600
4984,2023-11-20,1,13,7,5,350
8849,2024-03-31,2,13,18,4,900
9267,2024-05-14,2,13,18,5,900
556,2023-02-23,5,13,9,4,450
1932,2023-06-29,8,13,15,5,750
7360,2024-02-11,1,13,7,5,350
6283,2024-01-03,14,13,6.4,4,320
122,2023-01-14,24,14,10,5,500
2130,2023-07-17,24,14,10,4,500
2739,2023-09-05,24,14,10,4,500
2791,2023-09-07,22,14,8,5,400
2967,2023-09-12,22,14,8,4,400
3177,2023-09-19,22,14,8,4,400
3453,2023-09-28,22,14,8,5,400
5440,2023-12-05,3,14,5,5,250
5469,2023-12-06,10,14,36,5,1800
7863,2024-02-28,1,14,7,4,350
398,2023-02-09,1,14,7,5,350
637,2023-03-01,21,14,13,5,650
719,2023-03-07,17,14,12,4,600
1090,2023-04-09,27,14,4,4,200
1921,2023-06-28,14,14,6.4,4,320
2002,2023-07-05,21,14,13,4,650
2921,2023-09-10,23,14,5,4,250
3217,2023-09-20,24,14,10,4,500
3549,2023-10-01,22,14,8,5,400
3629,2023-10-03,10,14,36,4,1800
4644,2023-11-08,11,14,11,4,550
5133,2023-11-25,11,14,11,4,550
5747,2023-12-16,9,14,14,5,700
5751,2023-12-17,1,14,7,5,350
6529,2024-01-12,2,14,18,4,900
7483,2024-02-14,4,14,12,5,600
1037,2023-04-06,6,14,24,4,1200
2567,2023-08-28,24,14,10,4,500
3112,2023-09-17,24,14,10,4,500
3847,2023-10-11,4,14,12,5,600
4743,2023-11-12,3,14,5,5,250
8599,2024-03-22,3,14,5,5,250
3020,2023-09-14,23,14,5,4,250
5644,2023-12-12,7,14,30,4,1500
7959,2024-03-01,4,14,12,5,600
2296,2023-08-01,2,14,18,4,900
1329,2023-05-01,26,15,18,5,900
1667,2023-06-02,4,15,12,5,600
2473,2023-08-19,24,15,10,4,500
3240,2023-09-21,22,15,8,4,400
6100,2023-12-28,14,15,6.4,5,320
8191,2024-03-08,2,15,18,5,900
584,2023-02-25,9,15,14,4,700
612,2023-02-27,15,15,7,4,350
1596,2023-05-26,9,15,14,4,700
2158,2023-07-20,10,15,36,5,1800
2979,2023-09-13,21,15,13,5,650
3197,2023-09-20,21,15,13,5,650
8202,2024-03-08,3,15,5,4,250
9047,2024-04-22,2,15,18,4,900
9466,2024-06-06,4,15,12,4,600
1057,2023-04-07,24,15,10,5,500
1747,2023-06-07,19,15,6,4,300
3282,2023-09-22,23,15,5,5,250
4765,2023-11-12,11,15,11,4,550
8564,2024-03-21,3,15,5,4,250
998,2023-04-02,16,15,10,5,500
2556,2023-08-27,24,15,10,4,500
3207,2023-09-20,22,15,8,5,400
6504,2024-01-11,2,15,18,4,900
6832,2024-01-23,1,15,7,5,350
7867,2024-02-28,2,15,18,5,900
9782,2024-07-19,3,15,5,5,250
393,2023-02-08,18,15,9,4,450
1267,2023-04-27,8,15,15,5,750
2775,2023-09-06,24,15,10,4,500
8478,2024-03-18,2,15,18,5,900
9552,2024-06-18,2,15,18,4,900
5855,2023-12-20,14,15,6.4,5,320
10328,2024-09-25,2,15,18,5,900
1325,2023-05-01,23,16,5,4,250
4390,2023-11-01,2,16,18,5,900
4679,2023-11-10,4,16,12,4,600
4686,2023-11-10,6,16,24,4,1200
6206,2023-12-31,14,16,6.4,5,320
7527,2024-02-16,2,16,18,5,900
7535,2024-02-16,4,16,12,5,600
7549,2024-02-17,2,16,18,4,900
7698,2024-02-22,3,16,5,4,250
7864,2024-02-28,2,16,18,4,900
10141,2024-09-03,3,16,5,5,250
176,2023-01-19,20,16,16,4,800
1648,2023-05-31,16,16,10,4,500
2251,2023-07-27,14,16,6.4,5,320
3694,2023-10-05,11,16,11,4,550
4029,2023-10-18,1,16,7,5,350
4662,2023-11-09,7,16,30,4,1500
4898,2023-11-17,5,16,9,5,450
5365,2023-12-02,8,16,15,4,750
5803,2023-12-18,7,16,30,5,1500
6737,2024-01-19,3,16,5,5,250
8142,2024-03-06,3,16,5,5,250
8352,2024-03-14,2,16,18,5,900
9117,2024-05-01,1,16,7,4,350
9772,2024-07-18,2,16,18,4,900
681,2023-03-04,15,16,7,4,350
2847,2023-09-08,24,16,10,5,500
3194,2023-09-19,24,16,10,4,500
4518,2023-11-04,10,16,36,5,1800
7790,2024-02-25,4,16,12,5,600
10182,2024-09-07,2,16,18,4,900
6580,2024-01-13,3,16,5,4,250
2726,2023-09-05,24,16,10,4,500
7184,2024-02-05,2,16,18,4,900
9801,2024-07-21,4,16,12,4,600
397,2023-02-08,28,17,6,5,300
454,2023-02-14,2,17,18,5,900
1214,2023-04-22,22,17,8,4,400
3024,2023-09-14,24,17,10,4,500
5976,2023-12-24,14,17,6.4,5,320
6067,2023-12-26,14,17,6.4,4,320
6157,2023-12-30,14,17,6.4,4,320
6714,2024-01-18,4,17,12,4,600
1494,2023-05-16,17,17,12,4,600
2374,2023-08-09,24,17,10,4,500
6745,2024-01-20,1,17,7,4,350
7412,2024-02-12,2,17,18,4,900
8698,2024-03-26,1,17,7,4,350
23,2023-01-03,9,17,14,4,700
373,2023-02-06,9,17,14,5,700
788,2023-03-13,12,17,6,5,300
2866,2023-09-09,22,17,8,5,400
6387,2024-01-07,14,17,6.4,5,320
3388,2023-09-26,21,17,13,4,650
5364,2023-12-02,8,17,15,4,750
6284,2024-01-03,14,17,6.4,4,320
6602,2024-01-14,3,17,5,4,250
6774,2024-01-20,4,17,12,4,600
6842,2024-01-23,2,17,18,5,900
10342,2024-09-26,2,17,18,4,900
2177,2023-07-21,15,17,7,5,350
4264,2023-10-27,2,17,18,5,900
5015,2023-11-21,4,17,12,5,600
8492,2024-03-19,1,17,7,5,350
92,2023-01-11,12,18,6,5,300
196,2023-01-22,1,18,7,4,350
382,2023-02-06,26,18,18,4,900
782,2023-03-12,14,18,6.4,4,320
1614,2023-05-27,21,18,13,5,650
1929,2023-06-29,2,18,18,4,900
1953,2023-07-01,13,18,9,5,450
2765,2023-09-06,24,18,10,5,500
3442,2023-09-28,21,18,13,5,650
5114,2023-11-25,3,18,5,5,250
5196,2023-11-28,1,18,7,5,350
6922,2024-01-26,2,18,18,4,900
8048,2024-03-03,4,18,12,5,600
8280,2024-03-11,3,18,5,5,250
8382,2024-03-15,2,18,18,4,900
9920,2024-08-05,4,18,12,4,600
1718,2023-06-05,22,18,8,5,400
1902,2023-06-25,11,18,11,4,550
2483,2023-08-19,24,18,10,5,500
2559,2023-08-27,24,18,10,5,500
3405,2023-09-26,24,18,10,5,500
3536,2023-10-01,21,18,13,5,650
3973,2023-10-15,8,18,15,5,750
8535,2024-03-20,2,18,18,4,900
8766,2024-03-28,3,18,5,5,250
647,2023-03-02,8,18,15,5,750
1188,2023-04-20,13,18,9,4,450
1741,2023-06-07,3,18,5,5,250
3588,2023-10-02,7,18,30,5,1500
3702,2023-10-06,3,18,5,4,250
3807,2023-10-09,9,18,14,5,700
6057,2023-12-26,14,18,6.4,5,320
9371,2024-05-25,4,18,12,5,600
3015,2023-09-14,22,18,8,4,400
7313,2024-02-09,4,18,12,4,600
9222,2024-05-09,3,18,5,5,250
1437,2023-05-10,15,18,7,5,350
7311,2024-02-09,4,18,12,5,600
7634,2024-02-20,1,18,7,4,350
8164,2024-03-07,2,18,18,4,900
8506,2024-03-19,1,18,7,5,350
4706,2023-11-10,11,18,11,5,550
26,2023-01-03,16,19,10,5,500
206,2023-01-23,6,19,24,4,1200
1499,2023-05-16,25,19,12,5,600
2601,2023-08-31,24,19,10,5,500
6388,2024-01-07,14,19,6.4,4,320
6710,2024-01-18,3,19,5,4,250
